NOMBRE_PROYECTO,ETAPA,FEC_OPCION,FECHA_DESISTIMIENTO,Entidad Financiera compra,MEDIO,VLR_VIVIENDA,PERIODO,PERIODO_AFILIADO,SEGMENTO_POBLACIONAL,CATEGORIA,RANGO_EDAD,NO_GRUPO_FAMILAR,NO_BENEFICIARIOS_CUOTA_MONETARIA,PIRAMIDE_NUEVA,EMPRESA_FOCO
Agrupación De Vivienda Monguí,ETAPA 2,12/14/2025,No,Colsubsidio,Banderas y/o señalización,"1,836,187,000,000",2025-12,,PI,CHI,,,,XI,
Agrupacion De Vivienda Reserva De Guayacan,ETAPA 1,12/1/2024,No,Banco,Referido,"2,360,000,000,000",2024-12,,PI,CHI,,,,XI,
Agrupacion De Vivienda Bosque De Arrayan,,12/20/2024,Si,Banco,Sin Informacion,"1,953,042,000,000",2024-12,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,1/26/2026,No,Banco,Banderas y/o señalización,"1,793,000,000,000",2026-1,,PI,CHI,,,,XI,
Proyecto Karakalí,ETAPA 1,7/12/2025,No,Banco,Activación,"2,451,267,000,000",2025-7,,PI,CHI,,,,XI,
Agrupación De Vivienda Monguí,ETAPA 2,11/29/2024,No,Banco,Banderas y/o señalización,"1,763,716,500,000",2024-11,,PI,CHI,,,,XI,
INARI,ETAPA 1,5/31/2026,No,Colsubsidio,Activación,"2,506,000,000,000",2026-5,,PI,CHI,,,,XI,
ARAUCARIA,ETAPA 1,12/26/2025,No,Contado,Banderas y/o señalización,"5,951,000,000,000",2025-12,,PI,CHI,,,,XI,
Los Nogales,1,2/11/2024,Si,Banco,Sin Informacion,"5,491,012,300,000",2024-2,,PI,CHI,,,,XI,
Agrupación De Vivienda Monguí,ETAPA 2,10/18/2025,No,Banco,Banderas y/o señalización,"1,793,610,000,000",2025-10,,PI,CHI,,,,XI,
Versalles,ETAPA 1,8/12/2024,No,Banco,Referido,"2,171,000,000,000",2024-8,,PI,CHI,,,,XI,
Agrupación De Vivienda Monguí,ETAPA 3,4/24/2026,No,Banco,Activación,"1,602,060,000,000",2026-4,,PI,CHI,,,,XI,
INARI,ETAPA 1,8/13/2025,No,Colsubsidio,Activación,"2,506,000,000,000",2025-8,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,3/18/2026,No,Banco,Banderas y/o señalización,"1,793,000,000,000",2026-3,,PI,CHI,,,,XI,
Conjunto Residencial Campo Alegre El Dorado,ETAPA 2,9/13/2024,No,Banco,Referido Alcaldía,"1,118,728,650,000",2024-9,,PI,CHI,,,,XI,
INARI,ETAPA 1,7/5/2026,No,Colsubsidio,Activación,"2,506,000,000,000",2026-7,,PI,CHI,,,,XI,
Los Nogales,ETAPA 2,10/10/2024,No,Contado,,"5,680,110,400,000",2024-10,,PI,CHI,,,,XI,
Los Nogales,ETAPA 1,6/30/2025,No,Banco,Whatsapp,"5,370,850,000,000",2025-6,,PI,CHI,,,,XI,
INARI,1,6/14/2025,Si,Colsubsidio,Sin Informacion,"2,549,000,000,000",2025-6,,PI,CHI,,,,XI,
Los Nogales,ETAPA 1,5/3/2026,No,Banco,Banderas y/o señalización,"5,389,330,000,000",2026-5,,PI,CHI,,,,XI,
INARI,1,3/26/2025,Si,Banco,Sin Informacion,"2,361,000,000,000",2025-3,,PI,CHI,,,,XI,
Agrupación De Vivienda Monguí,ETAPA 2,3/22/2024,No,Banco,Campaña FNA,"1,987,206,000,000",2024-3,,PI,CHI,,,,XI,
La Arboleda,ETAPA 1,8/30/2024,No,Banco,Banderas y/o señalización,"1,742,000,000,000",2024-8,,PI,CHI,,,,XI,
Agrupación De Vivienda Pamplona I,ETAPA 4,12/12/2025,No,Banco,Banderas y/o señalización,"2,361,000,000,000",2025-12,,PI,CHI,,,,XI,
Agrupacion De Vivienda Fuentevida,ETAPA 2,11/22/2024,No,Banco,Referido Alcaldía,"1,208,551,500,000",2024-11,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,5/29/2026,No,Colsubsidio,Banderas y/o señalización,"1,793,000,000,000",2026-5,,PI,CHI,,,,XI,
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,,6/9/2024,Si,Colsubsidio,Sin Informacion,"2,311,000,000,000",2024-6,,PI,CHI,,,,XI,
La Arboleda,ETAPA 1,3/30/2024,No,Banco,Banderas y/o señalización,"1,748,500,000,000",2024-3,,PI,CHI,,,,XI,
Los Nogales,1,2/10/2024,Si,Contado,Sin Informacion,"6,841,740,000,000",2024-2,,PI,CHI,,,,XI,
La Arboleda,ETAPA 2,8/25/2024,No,Banco,Banderas y/o señalización,"1,810,692,000,000",2024-8,,PI,CHI,,,,XI,
La Arboleda,ETAPA 1,3/20/2024,No,Banco,Volantes,"1,584,700,000,000",2024-3,,PI,CHI,,,,XI,
INARI,1,8/24/2025,Si,Banco,Sin Informacion,"2,506,000,000,000",2025-8,,PI,CHI,,,,XI,
Versalles,ETAPA 2,7/3/2026,No,Banco,Banderas y/o señalización,"2,347,000,000,000",2026-7,,PI,CHI,,,,XI,
AGRUPACIÓN DE VIVIENDA SAMÁN ,ETAPA 1,5/18/2026,No,Banco,Contact Center,"2,585,000,000,000",2026-5,,PI,CHI,,,,XI,
ARAUCARIA,1,12/20/2025,Si,Colsubsidio,Sin Informacion,"7,197,000,000,000",2025-12,,PI,CHI,,,,XI,
Agrupación De Vivienda Monguí,ETAPA 1,1/17/2024,No,Contado,Banderas y/o señalización,"1,697,800,000,000",2024-1,,PI,CHI,,,,XI,
Agrupación De Vivienda Pamplona I,ETAPA 4,3/15/2025,No,Banco,Activación,"2,361,000,000,000",2025-3,,PI,CHI,,,,XI,
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,ETAPA 1,6/15/2025,No,Banco,Ferias empresariales,"2,311,190,000,000",2025-6,,PI,CHI,,,,XI,
Agrupacion De Vivienda Bosque De Arrayan,ETAPA 3,8/31/2025,No,Banco,Banderas y/o señalización,"2,062,651,500,000",2025-8,,PI,CHI,,,,XI,
INARI,ETAPA 1,12/23/2024,No,Banco,Banderas y/o señalización,"2,808,000,000,000",2024-12,,PI,CHI,,,,XI,
AGRUPACIÓN DE VIVIENDA SAMÁN ,ETAPA 1,5/2/2026,No,Banco,Redes Sociales,"2,567,490,950,000",2026-5,,PI,CHI,,,,XI,
Agrupación De Vivienda Monguí,ETAPA 1,9/11/2024,No,Banco,Banderas y/o señalización,"1,576,900,000,000",2024-9,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,11/14/2025,No,Colsubsidio,Valla ,"1,578,000,000,000",2025-11,,PI,CHI,,,,XI,
Agrupación De Vivienda La Macarena,ETAPA 1,4/18/2024,No,Banco,Banderas y/o señalización,"1,433,900,000,000",2024-4,,PI,CHI,,,,XI,
Agrupación De Vivienda Monguí,ETAPA 1,5/10/2026,No,Banco,Banderas y/o señalización,"2,004,768,000,000",2026-5,,PI,CHI,,,,XI,
RESERVA DEL NOGAL,UNICA,12/5/2024,No,Banco,Valla proyecto sala de ventas,"1,700,000,000,000",2024-12,,PI,CHI,,,,XI,
VILLA MERCEDES EL DORADO,ETAPA 1,2/16/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-2,,PI,CHI,,,,XI,
Agrupación De Vivienda Pamplona I,ETAPA 3,4/26/2026,No,Banco,Radio ,"2,135,000,000,000",2026-4,,PI,CHI,,,,XI,
Agrupacion De Vivienda Reserva De Guayacan,ETAPA 1,10/25/2025,No,Banco,Valla ,"2,360,000,000,000",2025-10,,PI,CHI,,,,XI,
MIRADOR DEL VIRREY II,UNICA,6/12/2024,No,Banco,Banderas ,"1,724,700,000,000",2024-6,,PI,CHI,,,,XI,
ARAUCARIA,ETAPA 1,1/12/2026,No,Banco,Banderas y/o señalización,"6,399,000,000,000",2026-1,,PI,CHI,,,,XI,
ARAUCARIA,1,1/4/2026,Si,Colsubsidio,Sin Informacion,"6,335,000,000,000",2026-1,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,10/31/2025,No,Banco,Banderas y/o señalización,"1,618,000,000,000",2025-10,,PI,CHI,,,,XI,
Agrupacion De Vivienda Bosque De Arrayan,ETAPA 3,7/28/2025,No,Banco,Banderas y/o señalización,"2,055,392,000,000",2025-7,,PI,CHI,,,,XI,
INARI,1,5/30/2025,Si,Colsubsidio,Sin Informacion,"2,808,000,000,000",2025-5,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,10/16/2025,No,Banco,Valla ,"1,618,000,000,000",2025-10,,PI,CHI,,,,XI,
Agrupación De Vivienda Monguí,ETAPA 2,5/16/2024,No,Banco,Banderas y/o señalización,"1,776,528,000,000",2024-5,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,6/26/2026,No,Colsubsidio,Banderas y/o señalización,"1,793,000,000,000",2026-6,,PI,CHI,,,,XI,
Agrupación De Vivienda Pamplona I,ETAPA 1,10/29/2024,No,Banco,Banderas y/o señalización,"2,064,075,000,000",2024-10,,PI,CHI,,,,XI,
Proyecto Karakalí,ETAPA 1,12/4/2024,No,Banco,Redes Sociales,"2,451,267,000,000",2024-12,,PI,CHI,,,,XI,
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,,1/10/2025,Si,Banco,Sin Informacion,"2,553,000,000,000",2025-1,,PI,CHI,,,,XI,
Agrupacion De Vivienda Reserva De Guayacan,ETAPA 1,11/8/2025,No,Banco,Redes Sociales,"2,360,000,000,000",2025-11,,PI,CHI,,,,XI,
La Arboleda,ETAPA 3,6/17/2024,No,Banco,Ferias empresariales,"2,264,970,000,000",2024-6,,PI,CHI,,,,XI,
Agrupación De Vivienda Monguí,,2/25/2025,Si,Colsubsidio,Sin Informacion,"1,987,206,000,000",2025-2,,PI,CHI,,,,XI,
La Arboleda,ETAPA 1,2/14/2024,No,Banco,Banderas y/o señalización,"1,714,700,000,000",2024-2,,PI,CHI,,,,XI,
ARAUCARIA,ETAPA 1,12/21/2025,No,Banco,Activación,"6,064,000,000,000",2025-12,,PI,CHI,,,,XI,
VERDE ESPERANZA EL DORADO,ETAPA 1,10/18/2025,No,Banco,Banderas y/o señalización,"1,618,000,000,000",2025-10,,PI,CHI,,,,XI,
Agrupación De Vivienda Monguí,ETAPA 2,4/3/2024,No,Banco,Banderas y/o señalización,"1,971,547,500,000",2024-4,,PI,CHI,,,,XI,
Los Nogales,ETAPA 1,1/27/2025,No,Contado,Whatsapp,"5,529,610,000,000",2025-1,,PI,CHI,,,,XI,
Agrupación De Vivienda Pamplona I,ETAPA 4,12/28/2025,No,Banco,Banderas y/o señalización,"2,361,000,000,000",2025-12,2025-12,SIGMA,TAU,36 a 45 años,,,TAU,
ARAUCARIA,1,12/19/2025,Si,Colsubsidio,Sin Informacion,"6,018,000,000,000",2025-12,2025-12,SIGMA,OMEGA,Mayor de 55 años,,,ETA,
Proyecto Karakalí,ETAPA 1,3/27/2024,No,Banco,Banderas y/o señalización,"1,847,204,770,000",2024-3,2024-3,SIGMA,TAU,36 - 45 años,3,,ALPHA,
Agrupación De Vivienda Pamplona I,ETAPA 1,3/22/2024,No,Banco,Banderas y/o señalización,"2,064,075,000,000",2024-3,2024-3,SIGMA,OMEGA,20 - 35 años,3,,TAU,
Agrupación De Vivienda La Macarena,ETAPA 3,3/26/2024,No,Banco,Banderas y/o señalización,"1,365,000,000,000",2024-3,2024-3,SIGMA,OMEGA,46 - 55 años,,,TAU,
Agrupación De Vivienda Pamplona I,ETAPA 2,3/22/2024,No,Banco,Banderas y/o señalización,"1,950,195,000,000",2024-3,2024-3,SIGMA,OMEGA,20 - 35 años,1,1,TAU,
Agrupación De Vivienda Monguí,ETAPA 2,8/25/2025,No,Colsubsidio,Banderas y/o señalización,"1,921,725,000,000",2025-8,2025-8,NU,OMEGA,20 a 35 años,,,RHO,X
Agrupacion De Vivienda Reserva De Guayacan,ETAPA 1,4/24/2026,No,Banco,Ferias empresariales,"2,360,000,000,000",2026-4,2026-4,KAPPA,OMEGA,20 a 35 años,,,GAMMA,
Agrupación De Vivienda La Macarena,ETAPA 3,4/26/2026,No,Colsubsidio,Activación,"1,584,569,000,000",2026-4,2026-4,KAPPA,OMEGA,20 a 35 años,1,1,GAMMA,
VERDE ESPERANZA EL DORADO,ETAPA 1,9/26/2025,No,Colsubsidio,Banderas y/o señalización,"1,578,000,000,000",2025-9,2025-9,KAPPA,OMEGA,Menor de 19 años,,,GAMMA,
Agrupación De Vivienda La Macarena,ETAPA 4,4/26/2026,No,Colsubsidio,Banderas y/o señalización,"1,575,815,000,000",2026-4,2026-4,KAPPA,OMEGA,20 a 35 años,,,NU,
Agrupación De Vivienda Monguí,ETAPA 3,4/26/2026,No,Colsubsidio,Activación,"1,961,014,000,000",2026-4,2026-4,KAPPA,OMEGA,36 a 45 años,,,ZETA,
INARI,1,8/11/2025,Si,Colsubsidio,Sin Informacion,"2,549,000,000,000",2025-8,2025-8,KAPPA,OMEGA,36 a 45 años,2,1,NU,
Agrupacion De Vivienda Reserva De Guayacan,ETAPA 1,4/25/2026,No,Colsubsidio,Ferias empresariales,"2,360,000,000,000",2026-4,2026-4,NU,OMEGA,20 a 35 años,,,ZETA,
Agrupación De Vivienda Monguí,ETAPA 3,4/21/2026,No,Banco,Banderas y/o señalización,"1,567,060,000,000",2026-4,2026-4,KAPPA,OMEGA,20 a 35 años,,,NU,
Agrupación De Vivienda Monguí,ETAPA 2,8/30/2025,No,Banco,Referido,"1,893,255,000,000",2025-8,2025-8,KAPPA,OMEGA,Mayor de 55 años,,,TAU,
VERDE ESPERANZA EL DORADO,ETAPA 1,4/7/2026,No,Banco,Banderas y/o señalización,"1,753,000,000,000",2026-4,2026-4,KAPPA,OMEGA,20 a 35 años,,,TAU,
Agrupacion De Vivienda Payande,ETAPA 3,9/23/2025,No,Banco,Redes Sociales,"1,921,725,000,000",2025-9,2025-9,NU,ETA,20 a 35 años,,,TAU,
Agrupación De Vivienda Monguí,ETAPA 3,4/25/2026,No,Banco,Banderas y/o señalización,"1,785,923,000,000",2026-4,2026-4,KAPPA,OMEGA,36 a 45 años,1,1,TAU,
CONJUNTO RESIDENCIAL VIBO ONCE,ETAPA 1,4/25/2026,No,Banco,Banderas y/o señalización,"2,813,000,000,000",2026-4,2026-4,KAPPA,OMEGA,20 a 35 años,2,2,TAU,
CONJUNTO RESIDENCIAL VIBO ONCE,ETAPA 1,4/26/2026,No,Banco,Ferias empresariales,"2,813,000,000,000",2026-4,2026-4,NU,ETA,20 a 35 años,,,ALPHA,
Agrupación De Vivienda Monguí,ETAPA 3,4/24/2026,No,Colsubsidio,Activación,"1,575,815,000,000",2026-4,2026-4,KAPPA,OMEGA,20 a 35 años,1,1,RHO,X
Agrupación De Vivienda Monguí,ETAPA 1,3/16/2025,No,Banco,Activación,"1,877,596,500,000",2025-3,2025-3,KAPPA,OMEGA,20 a 35 años,1,1,GAMMA,
INARI,ETAPA 1,11/14/2024,No,Banco,Banderas y/o señalización,"2,808,000,000,000",2024-11,2024-11,NU,OMEGA,20 - 35 años,,,RHO,X
Agrupacion De Vivienda Payande,ETAPA 3,3/9/2025,No,Colsubsidio,Valla ,"1,771,725,000,000",2025-3,2025-3,NU,ETA,36 a 45 años,,,RHO,X
Agrupación De Vivienda Monguí,ETAPA 3,4/25/2026,No,Colsubsidio,Activación,"1,567,060,000,000",2026-4,2026-4,SIGMA,OMEGA,46 a 55 años,,,GAMMA,
La Arboleda,ETAPA 2,3/27/2025,No,Banco,Banderas y/o señalización,"1,807,845,000,000",2025-3,2025-3,KAPPA,OMEGA,36 a 45 años,4,2,GAMMA,
La Arboleda,ETAPA 4,4/26/2026,No,Banco,Ferias empresariales,"1,976,071,000,000",2026-4,2026-4,SIGMA,OMEGA,Mayor de 55 años,1,,RHO,X
Agrupación De Vivienda Monguí,,8/2/2025,Si,Colsubsidio,Sin Informacion,"1,785,923,000,000",2025-8,2025-8,SIGMA,OMEGA,36 a 45 años,2,1,RHO,X
Proyecto Karakalí,ETAPA 1,4/26/2026,No,Colsubsidio,Activación,"2,363,721,750,000",2026-4,2026-4,SIGMA,ETA,20 a 35 años,1,1,GAMMA,
Agrupación De Vivienda Monguí,,3/23/2025,Si,Banco,Sin Informacion,"1,820,923,000,000",2025-3,2025-3,SIGMA,ETA,20 a 35 años,1,1,RHO,X
VERDE ESPERANZA EL DORADO,ETAPA 1,9/27/2025,No,Colsubsidio,Valla ,"1,578,000,000,000",2025-9,2025-9,NU,OMEGA,20 a 35 años,,,GAMMA,
AGRUPACIÓN DE VIVIENDA SAMÁN ,ETAPA 1,8/31/2025,No,Banco,Ferias empresariales,"2,550,000,000,000",2025-8,2025-8,KAPPA,OMEGA,36 a 45 años,,,ZETA,
Versalles,,3/30/2025,Si,Banco,Sin Informacion,"2,171,000,000,000",2025-3,2025-3,KAPPA,OMEGA,36 a 45 años,5,2,GAMMA,
Agrupación De Vivienda Monguí,ETAPA 3,4/25/2026,No,Banco,Activación,"1,584,569,000,000",2026-4,2026-4,KAPPA,OMEGA,20 a 35 años,3,3,NU,
La Arboleda,ETAPA 2,11/30/2024,No,Banco,Banderas y/o señalización,"1,954,465,500,000",2024-11,2024-11,KAPPA,OMEGA,46 - 55 años,1,,TAU,
AGRUPACIÓN DE VIVIENDA SAMÁN ,ETAPA 1,8/24/2025,No,Colsubsidio,Ferias empresariales,"2,550,000,000,000",2025-8,2025-8,KAPPA,OMEGA,46 a 55 años,,,TAU,
Agrupación De Vivienda La Macarena,ETAPA 2,7/25/2024,No,Banco,Referido,"1,492,400,000,000",2024-7,2024-7,KAPPA,OMEGA,36 - 45 años,1,1,TAU,
Agrupación De Vivienda Monguí,,3/16/2025,Si,Colsubsidio,Sin Informacion,"1,758,022,500,000",2025-3,2025-3,KAPPA,OMEGA,36 a 45 años,3,2,TAU,
Agrupación De Vivienda Monguí,ETAPA 2,3/16/2025,No,Colsubsidio,Redes Sociales,"1,964,430,000,000",2025-3,2025-3,KAPPA,OMEGA,20 a 35 años,3,3,TAU,
INARI,ETAPA 1,3/14/2025,No,Banco,Banderas y/o señalización,"2,506,000,000,000",2025-3,2025-3,KAPPA,OMEGA,Mayor de 55 años,,,TAU,
ABETO,ETAPA 3,1/12/2026,No,Banco,Banderas y/o señalización,"3,649,000,000,000",2026-1,2026-1,NU,OMEGA,20 a 35 años,,,RHO,X
Agrupación De Vivienda Monguí,ETAPA 2,10/9/2025,No,Colsubsidio,Banderas y/o señalización,"1,844,856,000,000",2025-10,2025-10,KAPPA,OMEGA,20 a 35 años,,,GAMMA,
VILLA FIORITA,ETAPA 1,7/19/2025,No,Colsubsidio,Whatsapp,"2,135,250,000,000",2025-7,2025-7,SIGMA,OMEGA,36 a 45 años,1,,TAU,
Los Nogales,ETAPA 2,7/30/2025,No,Banco,Activación,"5,882,790,000,000",2025-7,2025-7,KAPPA,OMEGA,Mayor de 55 años,2,,GAMMA,
VERDE ESPERANZA EL DORADO,ETAPA 1,10/2/2025,No,Banco,Valla ,"1,618,000,000,000",2025-10,2025-10,SIGMA,OMEGA,46 a 55 años,,,TAU,
ARAUCARIA,ETAPA 1,1/3/2026,No,Banco,Banderas y/o señalización,"6,156,000,000,000",2026-1,2026-1,NU,TAU,36 a 45 años,,,TAU,
Proyecto Karakalí,ETAPA 1,7/20/2025,No,Banco,Ferias empresariales,"2,451,267,000,000",2025-7,2025-7,KAPPA,OMEGA,20 a 35 años,,,TAU,
La Arboleda,,6/13/2025,Si,Colsubsidio,Sin Informacion,"1,790,763,000,000",2025-6,2025-6,KAPPA,OMEGA,20 a 35 años,,,ALPHA,
INARI,1,5/29/2025,Si,Colsubsidio,Sin Informacion,"2,549,000,000,000",2025-5,2025-5,NU,ETA,20 a 35 años,,,RHO,X
La Arboleda,ETAPA 2,6/8/2025,No,Banco,Visita empresarial,"1,786,492,500,000",2025-6,2025-6,KAPPA,OMEGA,20 a 35 años,2,2,NU,
La Arboleda,ETAPA 2,9/28/2024,No,Banco,Banderas y/o señalización,"1,816,386,000,000",2024-9,2024-9,NU,OMEGA,20 - 35 años,0,0,GAMMA,
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,ETAPA 1,6/14/2024,No,Banco,Ferias empresariales,"2,311,000,000,000",2024-6,2024-6,KAPPA,OMEGA,36 - 45 años,1,1,TAU,
La Arboleda,ETAPA 3,6/19/2025,No,Colsubsidio,Banderas y/o señalización,"2,412,130,000,000",2025-6,2025-6,KAPPA,OMEGA,20 a 35 años,2,1,GAMMA,
Agrupacion De Vivienda Bosque De Arrayan,ETAPA 2,6/7/2024,No,Banco,Banderas y/o señalización,"1,935,700,000,000",2024-6,2024-6,SIGMA,OMEGA,20 - 35 años,2,1,NU,
VILLA FIORITA,ETAPA 2,6/13/2025,No,Banco,Ferias empresariales,"2,135,250,000,000",2025-6,2025-6,NU,OMEGA,20 a 35 años,,,TAU,
Agrupación De Vivienda Monguí,ETAPA 2,9/6/2024,No,Banco,Redes Sociales,"1,779,375,000,000",2024-9,2024-9,NU,ETA,20 - 35 años,0,0,TAU,
AGRUPACIÓN DE VIVIENDA SAMÁN ,ETAPA 1,2/25/2025,No,Banco,Activación,"2,550,000,000,000",2025-2,2025-2,NU,TAU,20 a 35 años,,,RHO,X
La Arboleda,ETAPA 3,5/31/2026,No,Banco,Banderas y/o señalización,"2,233,450,000,000",2026-5,2026-5,KAPPA,OMEGA,36 a 45 años,1,1,RHO,X
Los Nogales,1,9/9/2024,Si,Banco,Sin Informacion,"5,376,350,000,000",2024-9,2024-9,SIGMA,TAU,46 - 55 años,0,0,RHO,X
Proyecto Karakalí,1,6/14/2025,Si,Banco,Sin Informacion,"2,293,000,000,000",2025-6,2025-6,SIGMA,OMEGA,Mayor de 55 años,,,GAMMA,
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,ETAPA 1,6/30/2024,No,Colsubsidio,Banderas y/o señalización,"2,311,000,000,000",2024-6,2024-6,NU,OMEGA,20 - 35 años,,,GAMMA,
Agrupación De Vivienda Pamplona I,ETAPA 2,6/7/2024,No,Banco,Referido,"1,950,195,000,000",2024-6,2024-6,SIGMA,OMEGA,20 - 35 años,3,3,NU,
INARI,1,9/18/2024,Si,Banco,Sin Informacion,"2,808,000,000,000",2024-9,2024-9,NU,ETA,20 - 35 años,0,0,NU,
Versalles,ETAPA 1,5/24/2026,No,Banco,Activación,"1,987,000,000,000",2026-5,2026-5,NU,OMEGA,36 a 45 años,,,TAU,
Versalles,ETAPA 1,2/16/2025,No,Colsubsidio,Referido,"1,987,000,000,000",2025-2,2025-2,SIGMA,OMEGA,20 a 35 años,1,1,TAU,
Conjunto Residencial Campo Alegre El Dorado,ETAPA 2,9/17/2024,No,Banco,Referido Alcaldía,"1,081,730,000,000",2024-9,2024-9,SIGMA,OMEGA,Mayor de 55 años,1,0,TAU,
VERDE ESPERANZA EL DORADO,ETAPA 1,5/21/2026,No,Banco,Banderas y/o señalización,"1,753,000,000,000",2026-5,2026-5,KAPPA,OMEGA,Mayor de 55 años,1,,TAU,
Agrupacion De Vivienda Reserva De Guayacan,ETAPA 1,6/5/2025,No,Colsubsidio,Página web ,"2,360,000,000,000",2025-6,2025-6,NU,ETA,20 a 35 años,,,TAU,
AGRUPACIÓN DE VIVIENDA SAMÁN ,,2/28/2025,Si,Banco,Sin Informacion,"2,340,000,000,000",2025-2,2025-2,KAPPA,OMEGA,36 a 45 años,5,3,TAU,
Agrupación De Vivienda Monguí,ETAPA 1,4/27/2025,No,Banco,Banderas y/o señalización,"1,753,752,000,000",2025-4,2025-4,NU,OMEGA,20 a 35 años,,,ALPHA,
Agrupacion De Vivienda Fuentevida,ETAPA 2,4/9/2025,No,Banco,Referido Alcaldía,"1,281,150,000,000",2025-4,2025-4,NU,OMEGA,36 a 45 años,,,NU,
Agrupacion De Vivienda Fuentevida,ETAPA 2,4/14/2025,No,Colsubsidio,Referido Alcaldía,"1,281,150,000,000",2025-4,2025-4,KAPPA,OMEGA,20 a 35 años,2,,RHO,
Agrupación De Vivienda Monguí,ETAPA 1,4/28/2025,No,Colsubsidio,Referido,"1,762,293,000,000",2025-4,2025-4,SIGMA,OMEGA,20 a 35 años,1,1,TAU,
Agrupación De Vivienda Monguí,ETAPA 2,4/29/2025,No,Banco,Referido,"1,917,454,500,000",2025-4,2025-4,SIGMA,OMEGA,Mayor de 55 años,1,1,NU,
Agrupacion De Vivienda Payande,ETAPA 2,4/4/2025,No,Banco,Valla ,"1,781,725,000,000",2025-4,2025-4,NU,ETA,20 a 35 años,,,RHO,X
Agrupacion De Vivienda Bosque De Arrayan,ETAPA 4,2/22/2026,No,Colsubsidio,Banderas y/o señalización,"2,205,000,000,000",2026-2,2026-2,NU,OMEGA,36 a 45 años,,,GAMMA,
VILLA MERCEDES EL DORADO,ETAPA 1,2/21/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-2,2026-2,KAPPA,OMEGA,20 a 35 años,3,2,TAU,
VILLA MERCEDES EL DORADO,ETAPA 1,2/26/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-2,2026-2,SIGMA,OMEGA,20 a 35 años,1,1,TAU,
VILLA MERCEDES EL DORADO,ETAPA 1,2/26/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-2,2026-2,KAPPA,OMEGA,36 a 45 años,2,2,TAU,
VILLA MERCEDES EL DORADO,ETAPA 1,2/23/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-2,2026-2,KAPPA,OMEGA,46 a 55 años,,,TAU,
La Arboleda,ETAPA 1,10/31/2024,No,Colsubsidio,Banderas y/o señalización,"1,794,000,000,000",2024-10,2024-10,SIGMA,OMEGA,46 - 55 años,1,,ALPHA,
Agrupación De Vivienda Monguí,ETAPA 2,2/8/2026,No,Colsubsidio,Banderas y/o señalización,"1,777,169,000,000",2026-2,2026-2,SIGMA,OMEGA,36 a 45 años,1,1,RHO,X
VILLA MERCEDES EL DORADO,ETAPA 1,2/27/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-2,2026-2,KAPPA,OMEGA,36 a 45 años,1,1,RHO,X
Agrupación De Vivienda Monguí,ETAPA 2,10/27/2024,No,Colsubsidio,Banderas y/o señalización,"1,967,277,000,000",2024-10,2024-10,NU,OMEGA,20 - 35 años,,,GAMMA,
La Arboleda,,10/31/2024,Si,Colsubsidio,Sin Informacion,"1,769,410,500,000",2024-10,2024-10,KAPPA,OMEGA,Mayor de 55 años,,,NU,
VERDE ESPERANZA EL DORADO,ETAPA 1,2/21/2026,No,Banco,Banderas y/o señalización,"1,793,000,000,000",2026-2,2026-2,KAPPA,OMEGA,36 a 45 años,1,1,NU,
La Arboleda,ETAPA 2,2/28/2026,No,Banco,Banderas y/o señalización,"1,783,645,500,000",2026-2,2026-2,KAPPA,OMEGA,46 a 55 años,,,TAU,
Agrupación De Vivienda La Macarena,ETAPA 4,7/12/2026,No,Colsubsidio,Banderas y/o señalización,"1,610,815,000,000",2026-7,2026-6,KAPPA,OMEGA,20 a 35 años,2,2,ZETA,
INARI,ETAPA 1,7/9/2026,No,Colsubsidio,Banderas y/o señalización,"2,916,000,000,000",2026-7,2026-6,KAPPA,OMEGA,46 a 55 años,1,1,GAMMA,
MIRADOR DEL VIRREY II,UNICA,1/16/2025,No,Banco,Valla proyecto sala de ventas,"1,700,000,000,000",2025-1,2025-1,NU,OMEGA,20 - 35 años,,,RHO,X
La Arboleda,ETAPA 2,5/31/2024,No,Colsubsidio,Banderas y/o señalización,"1,837,738,500,000",2024-5,2024-5,KAPPA,OMEGA,20 - 35 años,1,1,GAMMA,
